id,city,type,name,desc,link,put,put_link
1033,Chemin Grenier,bus,Chemin Grenier Central Bus Terminal,Intercity bus terminal with connections across Mauritius,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1034,Ebene CyberCity,plane,Ebene CyberCity International Airport,Main airport connecting Ebene CyberCity to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1035,Ebene CyberCity,bus,Ebene CyberCity Central Bus Terminal,Intercity bus terminal with connections across Mauritius,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1036,Mamoudzou,plane,Mamoudzou International Airport,Main airport connecting Mamoudzou to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1037,Mamoudzou,bus,Mamoudzou Central Bus Terminal,Intercity bus terminal with connections across Mayotte,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1038,Bandaboa,plane,Bandaboa International Airport,Main airport connecting Bandaboa to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1039,Bandaboa,bus,Bandaboa Central Bus Terminal,Intercity bus terminal with connections across Mayotte,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1040,Chiconi,plane,Chiconi International Airport,Main airport connecting Chiconi to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1041,Chiconi,bus,Chiconi Central Bus Terminal,Intercity bus terminal with connections across Mayotte,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1042,Combani,plane,Combani International Airport,Main airport connecting Combani to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1043,Combani,bus,Combani Central Bus Terminal,Intercity bus terminal with connections across Mayotte,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1044,Mexico City,plane,Mexico City International Airport,Main airport connecting Mexico City to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1045,Mexico City,bus,Mexico City Central Bus Terminal,Intercity bus terminal with connections across Mexico,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1046,Abasolo,plane,Abasolo International Airport,Main airport connecting Abasolo to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1047,Abasolo,bus,Abasolo Central Bus Terminal,Intercity bus terminal with connections across Mexico,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1048,Acambaro,plane,Acambaro International Airport,Main airport connecting Acambaro to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1049,Acambaro,bus,Acambaro Central Bus Terminal,Intercity bus terminal with connections across Mexico,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1050,Acambay,plane,Acambay International Airport,Main airport connecting Acambay to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1051,Acambay,bus,Acambay Central Bus Terminal,Intercity bus terminal with connections across Mexico,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1052,Palikir,plane,Palikir International Airport,Main airport connecting Palikir to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1053,Palikir,bus,Palikir Central Bus Terminal,Intercity bus terminal with connections across Micronesia,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1054,Chișinău,plane,Chișinău International Airport,Main airport connecting Chișinău to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1055,Chișinău,bus,Chișinău Central Bus Terminal,Intercity bus terminal with connections across Moldova,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1056,Anenii Noi,plane,Anenii Noi International Airport,Main airport connecting Anenii Noi to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1057,Anenii Noi,bus,Anenii Noi Central Bus Terminal,Intercity bus terminal with connections across Moldova,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1058,Briceni,plane,Briceni International Airport,Main airport connecting Briceni to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1059,Briceni,bus,Briceni Central Bus Terminal,Intercity bus terminal with connections across Moldova,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1060,Cahul,plane,Cahul International Airport,Main airport connecting Cahul to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1061,Cahul,bus,Cahul Central Bus Terminal,Intercity bus terminal with connections across Moldova,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1062,Monaco,plane,Monaco International Airport,Main airport connecting Monaco to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1063,Monaco,bus,Monaco Central Bus Terminal,Intercity bus terminal with connections across Monaco,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1064,Ulan Bator,plane,Ulan Bator International Airport,Main airport connecting Ulan Bator to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1065,Ulan Bator,bus,Ulan Bator Central Bus Terminal,Intercity bus terminal with connections across Mongolia,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1066,Altai,plane,Altai International Airport,Main airport connecting Altai to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1067,Altai,bus,Altai Central Bus Terminal,Intercity bus terminal with connections across Mongolia,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1068,Arvayheer,plane,Arvayheer International Airport,Main airport connecting Arvayheer to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1069,Arvayheer,bus,Arvayheer Central Bus Terminal,Intercity bus terminal with connections across Mongolia,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
